Object_ID;School_Name;shape
132;HOUCHIN ES;POLYGON ((2115270.4659411907 133937.15087485313, 2115272.2461213619 133774.65087176859, 2115272.7559628636 133749.02100177109, 2115936.5161182731 133750.40092027187, 2115932.6558897793 134296.09110185504, 2115911.4059322774 134296.031062603, 2115808.1561387777 134296.13112801313, 2115708.1560106874 134296.18099668622, 2115610.9058771133 134296.28106209636, 2115513.1459020227 134296.39097002149, 2115414.8960985243 134296.49103543162, 2115313.1459739357 134296.60094335675, 2115316.465849191 133936.84083610773, 2115270.4659411907 133937.15087485313))
133;SOONER ES;POLYGON ((2139664.5598694384 136774.3000561893, 2139664.5500269383 136829.73990593851, 2139664.5300138593 136929.86011251807, 2139664.2501587719 137029.04987476766, 2139664.2301456928 137128.55000385642, 2139664.2101326138 137227.24009518325, 2139663.9401200265 137328.56010252237, 2139664.1599358618 137430.36993826926, 2139664.1399227828 137530.620065853, 2139663.8699101955 137633.56014868617, 2139663.8498971015 137730.86999343336, 2139663.8200415224 137828.12012702227, 2139355.8200013638 137827.37012851238, 2139355.8400144428 137729.9900739342, 2139355.8698700219 137631.48994284868, 2139356.1398826092 137528.29986052215, 2139356.1598956883 137428.99001976848, 2139356.1799087822 137327.04993493855, 2139355.9600929469 137225.47992810607, 2139355.9801060259 137126.55000784993, 2139356.2501186132 137026.85991851985, 2139356.2701316923 136928.42015476525, 2139356.5499867797 136828.04010619223, 2139356.5601573586 136769.47985585034, 2139664.5598694384 136774.3000561893))
134;EARLYWINE ES;POLYGON ((2098970.2298409492 124100.32999734581, 2099082.6098655313 124102.18005926907, 2099282.6199641973 124102.22008544207, 2099282.5901086032 124264.26995818317, 2099282.5599249452 124439.49008019269, 2099282.5399118662 124556.98000268638, 2099270.1898709387 124556.70014759898, 2099190.7900953591 124554.91012494266, 2099022.7399065197 124554.87994126976, 2098879.6998382807 124554.85008569062, 2098784.6698446125 124554.83991509676, 2098694.6398409456 124554.81990201771, 2098584.6098772734 124554.79988893867, 2098457.5799476057 124554.77987585962, 2098363.5499519408 124554.75986276567, 2098227.0098706931 124554.73984968662, 2098131.32994394 124554.71983660758, 2098131.4099962711 124545.21985560656, 2098131.5100616962 124538.46986910701, 2098132.7000199407 124388.43998543918, 2098135.189844355 124086.58986735344, 2098189.5899980217 124087.47011493146, 2098348.6300342828 124090.08986034989, 2098433.7000741065 124091.49012002349, 2098518.5801536888 124092.89005160332, 2098603.4500626922 124094.28998318315, 2098688.3199716955 124095.68991476297, 2098768.2000612766 124096.99995152652, 2098863.2198843658 124098.57015834749, 2098970.2298409492 124100.32999734581))
135;RED OAK ES;POLYGON ((2103675.124958694 129615.30715635419, 2103789.6349002719 129615.32684135437, 2103909.8849878609 129615.34685443342, 2104029.8850759417 129615.36686751246, 2104093.8849479407 129615.37703810632, 2104148.1348394454 129615.38688060641, 2104270.384923026 129615.47710351646, 2104388.6448571086 129615.55715584755, 2104508.6449451894 129615.64705069363, 2104672.3949457705 129615.73694552481, 2104752.1451143622 129615.80715535581, 2104750.3649341911 129795.06696744263, 2104748.8350816071 129944.68707501888, 2104426.5850699395 129944.38687877357, 2103605.0650594383 129943.17690743506, 2103606.8449115306 129799.60698460042, 2103434.0949289352 129798.01709276438, 2103435.8751091063 129614.82684235275, 2103488.6250036061 129615.27697268128, 2103558.874863103 129615.28714327514, 2103675.124958694 129615.30715635419))
136;OLD ARBOR GROVE ES;POLYGON ((2084310.729960531 186464.05992843211, 2084388.0398452729 186464.15999385715, 2084489.39987877 186464.93000543118, 2084540.6501043588 186465.53991235793, 2084538.2800303549 186635.34009768069, 2084537.8400706053 186681.38003185391, 2084536.8499151021 186784.09997077286, 2084307.4501114488 186782.84013077617, 2084055.1799466908 186781.2699239403, 2084056.8600614369 186633.13012835383, 2084057.8699019402 186463.32010051608, 2084310.729960531 186464.05992843211), (2084473.5199892819 186681.44007110596, 2084473.9100803584 186635.8499391824, 2084473.8100149482 186565.12993626297, 2084386.2399801016 186564.6099241823, 2084377.4899976104 186564.56005552411, 2084376.6799598634 186634.61995476484, 2084375.590067029 186681.56014961004, 2084473.5199892819 186681.44007110596), (2084199.5398941934 186632.57009010017, 2084199.8699460328 186563.77003085613, 2084119.2798841149 186563.0400454402, 2084118.6699771881 186632.80991901457, 2084117.1601376981 186681.00995385647, 2084199.0599082708 186681.36001877487, 2084199.5398941934 186632.57009010017))
137;EUGENE FIELD ES;POLYGON ((2107521.8498767763 176449.63015419245, 2107523.1399004459 176389.73985402286, 2107523.0299925208 176291.3601295203, 2107522.9200846106 176189.46991334856, 2107592.7700105309 176189.94005677104, 2107660.3801115304 176190.40002959967, 2107659.9998629391 176292.09011493623, 2107659.8279472739 176338.70714768767, 2107679.9601248652 176340.48011001945, 2107821.5700778663 176341.44992434978, 2107821.8801166117 176392.43997985125, 2107821.6199465245 176449.49990510941, 2107824.0599022806 176744.54983994365, 2107682.2301334441 176742.89006635547, 2107525.0001329482 176742.3300281018, 2107521.8498767763 176449.63015419245))
138;WILSON ES;POLYGON ((2110659.0401246995 179348.72015652061, 2110658.4098766148 179189.4599763602, 2111057.2299451083 179192.0800498575, 2111056.9901161939 179351.3100463599, 2111056.7899853587 179491.41015985608, 2110659.5899923593 179487.87998318672, 2110659.0401246995 179348.72015652061))
139;HAWTHORNE ES;POLYGON ((2101769.7399899364 176788.43000151217, 2101173.0499103516 176780.22004418075, 2101172.9101468623 176634.90012484789, 2101172.8999762684 176618.7098685205, 2101172.7598846853 176475.67997084558, 2101770.8899220228 176484.51000568271, 2101769.7399899364 176788.43000151217))
140;MARK TWAIN ES;POLYGON ((2100543.8598957807 170555.30992184579, 2100637.25997144 170554.9598569423, 2100634.9400941879 170406.09007593989, 2100819.4298826903 170406.69998285174, 2100952.070037365 170407.11992952228, 2101006.4199942797 170407.30988976359, 2101056.399881199 170407.46999444067, 2101057.2699581981 170555.15998776257, 2101057.97993052 170704.64984627068, 2101006.8300984353 170704.38016176224, 2100814.0998408645 170703.36999318004, 2100688.5098689497 170702.70988951623, 2100543.5200014412 170701.9398779422, 2100543.8598957807 170555.30992184579))
141;MILLWOOD HS;POLYGON ((2124947.4898941964 196898.70999085903, 2124921.170064941 196898.48984692991, 2124923.0099562705 197197.7399045974, 2125532.5799313635 197202.06994843483, 2125529.1199645251 198122.05990634859, 2125527.8099277765 198469.50015635788, 2124262.8600298613 198460.63009534776, 2124263.6999231875 198126.8200674355, 2124266.8009668589 196892.54727351665, 2124721.0864756107 196896.23230552673, 2124947.4898941964 196898.70999085903))
142;ST. JOHN CHRISTIAN HERITAGE;POLYGON ((2119023.4600756019 193176.89984919131, 2119023.4600756019 193138.74014860392, 2119040.8101065308 193138.81003035605, 2119033.9000153542 192190.97006252408, 2119121.1898670197 192202.49989509583, 2119189.1100067794 192211.47002151608, 2119214.040075019 192235.57003892958, 2119310.1100928634 192328.45994502306, 2119358.75992994 192355.36999619007, 2119366.4498751909 192445.79009093344, 2119360.6500180215 192466.98985168338, 2119334.0401631147 192564.17010352015, 2119394.4301341921 192598.88985034823, 2119378.9800338596 192714.32006569207, 2119390.7198397815 192737.50013743341, 2119516.7500995249 192725.38008293509, 2119593.4799329489 192765.73006784916, 2119759.1800608635 192753.34984326363, 2119783.6800118536 192776.17000760138, 2119783.240052104 192780.42984160781, 2119772.3798376024 192886.19012877345, 2119827.5598453581 192911.29998669028, 2119842.2399341017 192943.83010534942, 2119870.8999817818 193007.32997834682, 2119979.7180056125 192950.60207343102, 2119980.809866935 192951.6299585253, 2120042.7198481113 193009.91986818612, 2120170.0601446033 193030.49987952411, 2120183.8898413628 193106.87013360858, 2120327.119869858 193021.09012143314, 2120377.5551364422 193031.01103335619, 2120377.7578919381 193032.44213284552, 2120377.9439151883 193033.87815360725, 2120378.1118938625 193035.31614285707, 2120378.2641245276 193036.7551163584, 2120378.3979825228 193038.19605834782, 2120378.5141240209 193039.63896885514, 2120378.6138613522 193041.08286359906, 2120378.6958821863 193042.52807068825, 2120378.7608426958 193043.97393393517, 2120378.8080866933 193045.42110951245, 2120378.8379422724 193046.86795702577, 2120378.8510656059 193048.31513260305, 2120378.8461443633 193049.76296435297, 2120378.8241627812 193051.21013993025, 2120378.7851208597 193052.65698744357, 2120378.7280343622 193054.10285069048, 2120378.6538875252 193055.54904201627, 2120378.5630084425 193056.99392102659, 2120378.4540847689 193058.43715959787, 2120378.3281007707 193059.8790858537, 2120375.0800757706 193146.93993535638, 2120318.540162608 193146.58987043798, 2119992.1100411862 193144.60988752544, 2119985.50998877 193687.63996943831, 2119940.0599484444 193687.70000869036, 2119882.5800765306 193708.13008593023, 2119675.61986053 193710.90993602574, 2119640.2400100231 193711.38007943332, 2119639.8699320257 193741.0801512748, 2119395.2398438603 193740.73992885649, 2119335.5001339465 193740.6598765254, 2119335.75997594 193711.48014485836, 2119051.2799018621 193711.53001351655, 2119050.6601524353 193489.16989393532, 2119049.9800356925 193243.65988627076, 2119023.469918102 193242.75011119246, 2119023.4600756019 193176.89984919131))
143;MARTIN LUTHER KING ES ;POLYGON ((2120299.7350821048 189845.7480469346, 2120939.037937358 189850.66503185034, 2120934.1209524423 190288.34197801352, 2120304.653051272 190288.34197801352, 2120299.7350821048 189845.7480469346))
145;JOHN MARHALL MS/HS;POLYGON ((2090417.8968800306 216696.22190493345, 2090420.3558646142 216369.19401568174, 2091037.5288428515 216371.65300026536, 2091035.0708425194 216701.13987410069, 2090417.8968800306 216696.22190493345))
146;PATHWAYS MIDDLE COLLEGE HIGH SCHOOL;POLYGON ((2096049.1671135277 142803.81096301973, 2096002.2429947704 142772.5288733542, 2095960.5340886861 142730.8189830184, 2095965.7470047772 142668.2541475147, 2095960.5340886861 142563.98007784784, 2095934.4649151117 142496.20199818909, 2095887.5411244482 142407.56897334754, 2095705.0608463585 142105.172924608, 2095606.0000208616 141197.9860906899, 2095559.0768863559 141192.77186226845, 2095564.2911147773 140196.95200352371, 2097973.0290794373 140217.80694869161, 2097957.3880346119 142814.23909176886, 2096049.1671135277 142803.81096301973))
148;CLYDE HOWELL ES;POLYGON ((2122768.7419551015 234146.06003668904, 2122762.2721517682 234086.34033985436, 2122662.7923638523 234086.49027393758, 2122636.3924822807 233850.93070568144, 2122938.1917474419 233851.27027194202, 2122969.6316451877 234146.19980019331, 2122768.7419551015 234146.06003668904))
149;WEST FIELD ES;POLYGON ((2102333.2989021987 236734.54304867983, 2102328.3809330314 237361.55098101497, 2101462.8629790246 237364.00996559858, 2101455.4860252738 236734.54304867983, 2102333.2989021987 236734.54304867983))
150;ANTIOCH CHRISTIAN ACADEMY;POLYGON ((2092888.5198915303 127120.2160179317, 2092895.8968452811 126677.62208685279, 2093326.1968376935 126675.16310226917, 2093313.9028990269 127122.67500251532, 2092888.5198915303 127120.2160179317))
151;CESAR CHAVEZ ES;POLYGON ((2116773.110901773 156201.23856443167, 2116777.8392387778 155724.30579127371, 2117352.5884173661 155728.88517843187, 2117365.4450189471 155875.33468869328, 2117358.4184581935 156060.5951449424, 2117308.2679679394 156060.01509360969, 2117306.3680373579 156207.96492893994, 2116773.110901773 156201.23856443167))
152;CORPUS CHRISTI CATHOLIC SCHOOL;POLYGON ((2119198.1631382704 176978.69504094124, 2119357.9889341146 176978.69504094124, 2119355.529949531 177276.21708369255, 2119193.2448410243 177273.75809910893, 2119198.1631382704 176978.69504094124))
153;NORTH CARE ABF ALTERNATIVE SCHOOL;POLYGON ((2131921.2010123581 177328.88889434934, 2132572.7991186082 177331.34787893295, 2132565.4218367785 178009.9918628484, 2132083.4861208647 178000.15690876544, 2132083.4861208647 177953.43915443122, 2131928.5779661089 177953.43915443122, 2131921.2010123581 177328.88889434934))
155;CROSSINGS CHRISTIAN SCHOOL;POLYGON ((2091851.9169778526 226250.49905619025, 2091881.4241366982 224676.33816252649, 2093610.0000758618 224691.09108577669, 2093612.4590604454 225028.446054101, 2093578.0349166989 226267.71096402407, 2093499.3520031869 226262.79299485683, 2093494.4340340197 226415.24183693528, 2092842.836912021 226248.04007160664, 2091851.9169778526 226250.49905619025))
156;MESSIAH LUTHERAN SCHOOL;POLYGON ((2066071.3599432707 200799.71301560104, 2066395.9288479388 200799.71301560104, 2066395.9288479388 201436.55688627064, 2066073.8189278543 201436.55688627064, 2066071.3599432707 200799.71301560104))
157;MESSIAH LUTHERAN SCHOOL;POLYGON ((2092484.3208967745 193638.91106426716, 2093032.6459156126 193641.36906459928, 2093025.2699461132 193951.18504601717, 2092806.4311449379 194074.12804161012, 2092799.0548473597 194307.72009409964, 2092476.9439430237 194310.17907868326, 2092484.3208967745 193638.91106426716))
158;NEW LIFE CHRISTIAN ACADEMY;POLYGON ((2076018.3249574453 176490.86202710867, 2076015.8669571131 176363.00106234848, 2076138.8089684397 176363.00106234848, 2076146.1859221905 176331.03590318561, 2076323.2239539474 176328.576918602, 2076320.7649693638 176493.32101169229, 2076018.3249574453 176490.86202710867))
159;SPENCER ROAD CHRISTIAN SCHOOL;POLYGON ((2153304.7999773622 180851.89694018662, 2153304.7999773622 180753.5431342721, 2153449.8728499413 180753.5431342721, 2153444.954880774 180851.89694018662, 2153304.7999773622 180851.89694018662))
160;SNU SCHOOL FOR CHILDREN;POLYGON ((2076687.2832651883 182468.5876044333, 2077274.89265427 182465.62698043883, 2077276.8027554452 183096.1263756007, 2076958.3030643612 183099.66705094278, 2076958.183313936 183069.20713810623, 2076688.8032752723 183073.45712959766, 2076687.2832651883 182468.5876044333))
161;WESTERN HEIGHTS HS;POLYGON ((2069647.5168329477 153368.970606938, 2070304.7960301936 153365.70978668332, 2071581.8508907706 153357.09103752673, 2071563.8069636077 154637.00120735168, 2071074.720999524 154638.79090192914, 2070293.6261050254 154646.15046727657, 2069809.9400645196 154649.24002802372, 2069641.7064771056 154650.40111494064, 2069650.1044261903 153660.82730668783, 2069647.5168329477 153368.970606938))
165;WESTERN HEIGHTS ACADEMY;POLYGON ((2069647.5168329477 153368.970606938, 2069650.1044261903 153660.82730668783, 2069491.2500851154 153658.22298118472, 2069488.6460876912 153376.97321560979, 2069647.5168329477 153368.970606938))
166;YUKON MS;POLYGON ((2039896.7331587821 182317.41303801537, 2039889.3558769375 181026.51207652688, 2040673.7319328636 181038.80699943006, 2041135.9970844388 181058.47789184749, 2041104.0319252759 181415.01195569336, 2041104.0319252759 181520.7430434376, 2041131.0791152716 181562.54315668344, 2041128.6211149395 181855.14788644016, 2041030.2659966946 181872.36012235284, 2040983.5479142815 181919.07787668705, 2040976.1709605306 182332.16596126556, 2039896.7331587821 182317.41303801537))
167;YUKON ALTERNATIVE HS;POLYGON ((2040478.7989237756 183441.7090177685, 2040486.1758775264 183038.45687152445, 2040636.166063115 183038.45687152445, 2040638.6250476986 183439.25003318489, 2040478.7989237756 183441.7090177685))
168;CENTRAL ES;POLYGON ((2040827.9570181072 184019.54086735845, 2040257.502122283 184014.62289819121, 2040242.748870939 183481.05113068223, 2040830.4160026908 183478.59214609861, 2040827.9570181072 184019.54086735845))
169;HURST ACADEMY;POLYGON ((2114078.2120921016 122265.94094960392, 2114075.7531075329 122106.11515377462, 2114225.7429650277 122106.11515377462, 2114225.7429650277 122263.4819650203, 2114078.2120921016 122265.94094960392))
170;HURST ACADEMY;POLYGON ((2107742.6040284485 223823.63087843359, 2107895.0528705269 223826.0898630172, 2107887.6759167761 223909.69107377529, 2107742.6040284485 223912.15005835891, 2107742.6040284485 223823.63087843359))
171;HARVEST HILLS CHRISTIAN SCHOOL;POLYGON ((2065006.0359584391 207393.56400109828, 2065003.5769738555 207088.66500459611, 2065411.7480735183 207086.2060200125, 2065421.5830276161 207393.56400109828, 2065006.0359584391 207393.56400109828))
173;PREACH UNTO THEM JESUS ACADEMY;POLYGON ((2103114.235988602 177247.97796693444, 2103111.7770040184 177393.05083951354, 2102888.0208898634 177385.67388576269, 2102888.0208898634 177247.97796693444, 2103114.235988602 177247.97796693444))
174;PIEDMONT HS;POLYGON ((2040368.3591840267 237724.09618768096, 2041884.7104820311 237736.15193785727, 2041879.9581949413 239057.20080493391, 2041565.1238508523 239054.5915581882, 2041565.7629571855 239229.37270468473, 2040370.9366066903 239162.8387170136, 2040368.3591840267 237724.09618768096))
175;PIEDMONT MS;POLYGON ((2043121.7391759455 235094.89967443049, 2043916.8911289424 235093.10965177417, 2043916.8491342813 235241.7733964324, 2044140.3342516124 235240.03324243426, 2044136.9231691957 236298.31983977556, 2043683.9394951016 236318.27288384736, 2043683.9762404412 236837.03628201783, 2042551.9496331066 236828.0366280973, 2042551.3243062794 236309.26732443273, 2043123.2053803653 236313.81488752365, 2043122.3143060207 235573.01617227495, 2042773.9662494361 235570.24616467953, 2042773.3957125247 235096.26909427345, 2043121.7391759455 235094.89967443049))
176;WAYLAND BONDS ES;POLYGON ((2098171.4719240218 119254.72912426293, 2098171.4719240218 119580.91515168548, 2097810.5149687827 119580.91515168548, 2097810.5149687827 119238.17108651996, 2098171.4719240218 119254.72912426293))
177;STAR SPENCER HS;POLYGON ((2151569.3769390285 183427.45215651393, 2151569.3769390285 182595.77599835396, 2154344.2191583663 182595.77599835396, 2154344.2191583663 183427.45215651393, 2151569.3769390285 183427.45215651393))
178;MIDWEST CITY HS;POLYGON ((2147349.0559833646 164231.18083785474, 2147901.3590126038 164241.60207685828, 2147974.3040766865 165950.61211027205, 2148432.818907693 165742.1958604306, 2148776.7050309479 166627.9641020149, 2147755.4669159353 167013.53288468719, 2147463.6850191951 166315.34005534649, 2145973.5121465325 166982.27113617957, 2145983.9320731908 165742.1958604306, 2147328.2151457816 165742.1958604306, 2147349.0559833646 164231.18083785474))
179;ADAMS ES;MULTIPOLYGON (((2094585.710066691 155224.52004542947, 2094611.73002778 155274.7400893569, 2094608.7100206912 155365.75007793307, 2094607.1401419491 155515.44006727636, 2094005.0799943656 155510.54998518527, 2094006.8401614428 155362.87016244233, 2094005.5101116151 155220.35994876921, 2094585.710066691 155224.52004542947)), ((2094004.1698911935 155572.18995377421, 2094598.0299239457 155575.39007860422, 2094596.2500718534 155863.00006768107, 2094296.8999487758 155861.37999218702, 2094002.3700260222 155860.00007368624, 2094004.1698911935 155572.18995377421)))
180;BARNES ES;POLYGON ((2164423.9499831051 148586.57990926504, 2165178.4599570185 148599.59989635646, 2165170.29986836 149224.88014185429, 2165167.6801229417 149440.02997401357, 2165166.4701516032 149551.20002727211, 2164520.0898826867 149535.99992643297, 2164522.689943105 149207.64001885056, 2164428.8800913543 149205.14002385736, 2164423.9499831051 148586.57990926504))
181;BETHANY HS;POLYGON ((2077969.8899519444 188619.74000026286, 2077975.1281304359 188261.47660918534, 2078321.5280281901 188254.35392001271, 2078321.0500107706 188617.34007067978, 2078319.880065605 188796.15992301702, 2078318.1438486129 188852.77004602551, 2078140.514282614 188861.96031636, 2078140.5792431086 188911.31553260982, 2077965.2643050253 188919.5005556047, 2077969.8899519444 188619.74000026286))
182;BISHOP JOHN CARROLL SCHOOL;MULTIPOLYGON (((2108106.629875198 183375.73014710844, 2108108.0301348567 183015.0799497664, 2108402.7900440246 183015.61997494102, 2108405.3700913638 183377.84005102515, 2108106.629875198 183375.73014710844)), ((2108108.240108192 183564.92005743086, 2108107.6498862803 183454.39993727207, 2108156.8699321896 183454.279858768, 2108206.0200963616 183454.16995085776, 2108255.16993244 183454.04987235367, 2108304.3299391121 183453.93012194335, 2108405.2299997807 183453.68996493518, 2108406.3198926151 183621.50983926654, 2108305.4300025254 183621.79986493289, 2108256.2699958533 183621.93995651603, 2108207.120159775 183622.08004809916, 2108157.969995603 183622.22013968229, 2108108.5399763584 183622.35990318656, 2108108.240108192 183564.92005743086)))
183;BODINE ES;MULTIPOLYGON (((2128459.3401539475 149891.49987159669, 2128853.6198771894 149896.36009810865, 2128853.440087527 150491.60989184678, 2128906.0899166018 150491.839878276, 2128906.3100605309 150473.08991576731, 2129616.8998466879 150475.77987101674, 2129612.2801052779 150953.37996569276, 2128394.5000605285 150950.77990527451, 2128399.6299715191 149946.17988035083, 2128401.1001129448 149934.13003568351, 2128405.0298951119 149922.639901191, 2128411.2900531888 149912.21013201773, 2128419.0000115186 149903.80004385114, 2128429.0600307733 149897.36993859708, 2128440.2299559414 149893.15997326374, 2128459.3401539475 149891.49987159669)), ((2128909.2598577738 149896.86993959546, 2129619.7899327725 149901.90995576978, 2129617.4700555205 150424.54014410079, 2128904.5800771117 150423.77997502685, 2128909.2598577738 149896.86993959546)))
184;BRITTON ES;POLYGON ((2106914.1001080275 207238.45013810694, 2106609.1499305218 207238.16995494068, 2106611.8999250233 206939.72009252012, 2106915.6601442695 206939.28013277054, 2107212.6598783582 206938.85001552105, 2107211.9200504422 207071.60992060602, 2106915.9301568568 207073.48983810842, 2106915.969854936 207096.58001501858, 2107211.7799588591 207095.87004268169, 2107210.980091691 207238.72015067935, 2106914.1001080275 207238.45013810694))
185;BRYANT ES;POLYGON ((2130001.5299829394 136480.8400131911, 2129704.799933359 136480.23994876444, 2129712.4698655307 136075.91989126801, 2130001.6198777705 136077.51011118293, 2131030.3799593598 136083.14002119005, 2131023.2900785208 136482.90004843473, 2130001.5299829394 136480.8400131911))
186;BUCHANAN ES;POLYGON ((2089279.5799309462 177314.46011742949, 2089281.2400326133 177208.58992235363, 2089574.8099835217 177211.06990426779, 2089573.2200916857 177323.44008634984, 2089576.7899664491 177323.42991577089, 2089576.8900318593 177439.86997160316, 2089756.5300925225 177439.30993334949, 2089756.5599481016 177481.25013819337, 2089756.5901317745 177539.29004834592, 2089756.3201191872 177593.3299665153, 2089756.039936021 177649.36003819108, 2089755.7600809485 177707.41011893749, 2089755.4900683612 177761.43002401292, 2089755.2098851949 177817.44992510974, 2089755.1101478636 177838.12015935779, 2089776.0999352783 177880.12991786003, 2089775.1599765271 177975.92992310226, 2089272.1101296097 177972.17008809745, 2089275.5300702751 177573.74995318055, 2089279.5799309462 177314.46011742949))
187;CAPITOL HILL ES;POLYGON ((2112093.6596307755 159570.67080193758, 2112605.8800630271 159574.61994102597, 2112603.8498833627 159871.22006960213, 2112092.3397515267 159868.49041627347, 2112093.6596307755 159570.67080193758))
188;CARL ALBERT MS;POLYGON ((2159734.8901355267 160352.35985535383, 2159728.6499905288 159628.83013443649, 2159800.6301615238 159628.42003026605, 2159960.43988128 159627.52009768784, 2160046.2500771135 159627.04011176527, 2160187.4499259442 159626.23007401824, 2160518.8199981153 159624.35999901593, 2160513.0201409459 160023.2299361825, 2161153.360067606 160020.53998093307, 2161150.6799548566 160332.97997285426, 2161144.7898747772 161021.39985585213, 2161038.3599695265 161057.76986184716, 2160982.3899371028 161076.88990235329, 2160926.9199036956 161095.83999568224, 2160871.6201455295 161114.73989227414, 2160820.6799586862 161132.14996244013, 2160764.6699001044 161151.2900160253, 2160708.4098420292 161170.51012194157, 2160652.6901371926 161189.53993952274, 2160597.7801420242 161208.30991509557, 2160544.9498671144 161226.36007584631, 2160489.280030936 161245.38989344239, 2160435.519967854 161263.75993543863, 2160382.9200074375 161281.73004385829, 2160374.0401039422 161284.71986727417, 2160322.7400096953 161302.02002951503, 2160267.12004219 161320.79000510275, 2160213.359979108 161338.91989010572, 2160161.6999774426 161356.34013085067, 2160105.1098675281 161375.30990917981, 2160043.8898456097 161389.5500381887, 2159976.7498880327 161405.17008568347, 2159913.0899103582 161419.44007027149, 2159843.6500886083 161433.94988377392, 2159766.1899416894 161450.14014010131, 2159744.3999590278 161454.6899997741, 2159736.5899352729 160549.40014368296, 2159734.8901355267 160352.35985535383))
189;CASADY SCHOOL;MULTIPOLYGON (((2102612.0201295316 207587.51997801661, 2102602.0700181872 207587.35003085434, 2102620.0299560279 206249.2900429368, 2103706.6501581073 206249.54004243016, 2103686.7899616063 207606.97991284728, 2103528.7801070213 207886.91012726724, 2103185.510124281 207881.0600733459, 2103042.249912113 207878.62011760473, 2102608.2100977749 207871.21986994147, 2102612.0201295316 207587.51997801661)), ((2103879.9001396894 208853.3799791038, 2103815.39009811 208852.91016377509, 2103754.63004902 208852.44986285269, 2103691.6400175244 208851.98989002407, 2103629.7999181151 208851.52991718054, 2103515.2299372703 208850.69002385437, 2103443.6198442727 208850.14999867976, 2103379.0300784409 208849.67985527217, 2103308.0298923552 208849.15000069141, 2103257.21995461 208848.79009327292, 2103194.0199497789 208848.67985726893, 2103140.1900049448 208848.58011993766, 2103071.630102694 208848.44987085462, 2103010.2201205194 208848.3301204294, 2102935.4600994438 208848.19987134635, 2102831.4501368552 208848.00006860495, 2102745.5198625326 208847.83996394277, 2102667.1699536145 208847.69987235963, 2102588.4299536049 208847.54993827641, 2102590.8600668609 208561.58988027275, 2103520.559979111 208560.45011876523, 2103593.0001229495 208486.96995076537, 2103592.3498617709 207895.02986168861, 2103606.6300169379 207869.46003094316, 2103891.1999858618 207862.0499407649, 2103890.9299732745 207886.10993202031, 2103890.0100276023 207966.45983693004, 2103889.010029614 208053.77987226844, 2103888.199991852 208124.97001861036, 2103887.49986203 208187.02009135485, 2103886.7098373622 208255.6600459367, 2103886.0599042773 208312.73998427391, 2103884.979853943 208408.05016110837, 2103883.6901583523 208520.67001460493, 2103882.9900285304 208582.35000935197, 2103881.4598478526 208716.47014793754, 2103880.2600471079 208822.04998926818, 2103879.9001396894 208853.3799791038)), ((2102606.7799825221 207927.3001383543, 2103530.5799721926 207945.20003694296, 2103531.0701286942 208458.34008677304, 2103483.2700274438 208502.96007627249, 2102600.420087114 208506.04012259841, 2102606.7799825221 207927.3001383543)))
190;CENTRAL ES;POLYGON ((2082364.6298501045 186774.3001216054, 2082368.360157609 186620.70987761021, 2082366.2400831133 186605.87985476851, 2082369.3201294392 186457.43002043664, 2082466.8399475217 186458.0300848484, 2082567.1199306995 186457.90016385913, 2083094.3698604405 186459.30009543896, 2083091.5001155287 186777.99991735816, 2082937.8301472813 186778.09014026821, 2082935.1313337684 186778.05733193457, 2082752.0900331885 186775.8299741894, 2082564.1701334417 186772.53995451331, 2082465.469871521 186775.30011960864, 2082364.6298501045 186774.3001216054))
191;SUMMIT MS;POLYGON ((2103961.7385586947 228393.2437864393, 2103977.5990912765 227396.99905976653, 2104024.3640896082 227393.65884335339, 2104649.0078534484 227383.6378660202, 2104648.8989297748 227383.86883668602, 2105038.6301056892 227383.33996635675, 2105037.8699366152 227829.88992626965, 2105037.0707256049 228302.84993834794, 2104996.6544678658 228302.48117268085, 2104644.6974946111 228271.30866284668, 2104630.88518627 228193.30553801358, 2104512.7177716941 228098.99240644276, 2104430.4823718518 227908.80807551742, 2104174.8815051019 228391.10074611008, 2103961.7385586947 228393.2437864393))
192;CLASSEN MS OF ADVANCED STUDIES;POLYGON ((2107185.690116033 177996.67988160253, 2107189.3899117708 177646.9699511081, 2107590.1899631917 177649.5499984324, 2107588.759847939 177998.98007385433, 2107587.33006078 178348.19984784722, 2107181.9899921864 178346.1699962765, 2107185.690116033 177996.67988160253))
