Object_ID;School_Name;shape
334;CHOCTAW MS;POLYGON ((2186171.7621304393 183572.57883477211, 2185629.1224676967 183574.99877743423, 2185636.2123485208 183170.99007101357, 2184653.6933161914 183168.31061443686, 2184663.1214469373 182822.1630127728, 2185550.8339103609 182827.52815951407, 2185567.5533651114 182409.48601660132, 2185568.4034290314 182220.53035776317, 2185709.1728325188 182222.55036684871, 2185731.7128136903 182216.22557635605, 2185900.1025687754 182225.80068843067, 2185895.9172096848 182416.65266893804, 2186091.1933939457 182420.91479952633, 2186127.6516543627 182433.93544277549, 2186114.6310111135 182457.37305994332, 2186120.4118394405 183169.26960201561, 2186117.9620411992 183410.75894843042, 2186175.5419785231 183409.98926493526, 2186171.7621304393 183572.57883477211))
335;CHOCTAW ES;POLYGON ((2185567.5533651114 182409.48601660132, 2185550.8339103609 182827.52815951407, 2184663.1214469373 182822.1630127728, 2184671.9226104468 182499.03964327276, 2184692.7559021115 182452.16473701596, 2184710.985196352 182423.51879693568, 2184739.6308083534 182405.28983077407, 2184778.6933942735 182392.26885943115, 2185567.5533651114 182409.48601660132))
336;WESTFALL ES;POLYGON ((2177719.08710669 175982.15241460502, 2177722.57758528 175024.78261019289, 2178381.8869621903 175026.78260618448, 2178378.9965480268 175984.1622530967, 2177719.08710669 175982.15241460502))
337;CHOCTAW HS;POLYGON ((2182107.5350226909 172666.73319242895, 2182385.16471678 172648.99274235964, 2182569.786066696 173343.11471368372, 2183207.7729796916 173351.262663275, 2183952.4325796068 173357.25280876458, 2183941.4618010223 174271.33267351985, 2183933.8876691908 174986.29220160842, 2182569.892365694 174981.9523152709, 2182068.3530144393 174977.26236401498, 2182107.5350226909 172666.73319242895))
338;NICOMA PARK MS;POLYGON ((2168944.2372023612 175398.53284694254, 2168936.4964041859 176227.05743660033, 2168345.0973245203 176222.56302301586, 2167615.6128911078 176215.59289260209, 2167627.5180510283 176099.16300734878, 2167634.1981557757 175540.49319294095, 2168292.3874561936 175546.39278744161, 2168293.788043946 175390.84290169179, 2168944.2372023612 175398.53284694254))
339;NICOMA PARK ES;POLYGON ((2168940.5416716933 175794.07372252643, 2168944.2372023612 175398.53284694254, 2168949.1571400315 174943.32312743366, 2169444.0770819485 174947.90317076445, 2169441.5961157829 175579.97277276218, 2169432.2066988647 175799.0235157758, 2168940.5416716933 175794.07372252643))
340;NICOMA PARK IS;POLYGON ((2169432.2066988647 175799.0235157758, 2169413.7257646918 176230.17291593552, 2168936.4964041859 176227.05743660033, 2168940.5416716933 175794.07372252643, 2169432.2066988647 175799.0235157758))
341;CRUTCH SCHOOL;POLYGON ((2145180.721737355 180827.08071684837, 2144972.8786491156 180825.35401426256, 2144974.878973186 180170.91405019164, 2145182.7689773589 180160.78414918482, 2145180.721737355 180827.08071684837))
342;CLEVELAND BAILEY ES;POLYGON ((2142694.307418853 173137.41991510987, 2142505.0735453516 172893.16187343, 2142327.1181926131 172518.21446059644, 2142394.3083469421 172486.22436709702, 2142897.7676418573 171999.304409191, 2143315.3071611077 172443.46461009979, 2142880.5570463538 172856.79449209571, 2142694.307418853 173137.41991510987))
343;RIDGECREST ES;POLYGON ((2147192.9135791063 171828.98453985155, 2147743.8028972745 171826.49438735843, 2147786.7129164487 171819.47438827157, 2147901.7326995283 172129.57448984683, 2147931.2792283595 172213.4391515255, 2148040.1487612724 172502.76107943058, 2147935.2021207809 172496.42414985597, 2147187.0684464425 172481.37201459706, 2147194.6435625255 172134.77461068332, 2147192.9135791063 171828.98453985155))
344;STEED ES;POLYGON ((2152211.4360223562 168430.9545905143, 2152038.7414858639 167984.86460343003, 2151908.8818374425 167842.67492718995, 2152558.2529140264 167246.300135687, 2152913.4608650208 167649.86494535208, 2152916.2105314434 168043.32446026802, 2152818.2704386115 168175.1647477746, 2152211.4360223562 168430.9545905143))
345;DEL CREST MS;POLYGON ((2137446.6673236042 167819.68514376879, 2137467.8483836055 166865.57517535985, 2138346.1871781051 166864.65522968769, 2138336.0267653614 167336.39509984851, 2138322.2265961021 167819.35509192944, 2137446.6673236042 167819.68514376879))
346;EPPERLY HEIGHTS ES;POLYGON ((2132254.764977783 161551.92536960542, 2132256.6852495223 160818.34186302125, 2132388.3683851063 160818.17519669235, 2132425.0881279409 160823.47538293898, 2132464.1585878581 160833.57510027289, 2132522.9481684417 160856.04519969225, 2132939.7577022761 161085.71501593292, 2132989.0774855316 161108.51516719162, 2133015.8572876155 161116.16508626938, 2133037.9573090225 161120.09552460909, 2133067.4152553529 161131.67325735092, 2132974.6972649395 161391.40502135456, 2132973.9275814444 161553.42503851652, 2132254.764977783 161551.92536960542))
347;DEL CITY ES;POLYGON ((2135635.7749480307 160979.78543776274, 2135640.9593208581 160790.21265418828, 2135644.937659353 160760.12413167953, 2135649.5662590265 160733.00574760139, 2135665.353300944 160675.10625709593, 2135677.1449440271 160645.20835101604, 2135691.7672901154 160617.0115570128, 2135712.2446113527 160587.341996938, 2136188.8447080255 160587.07559326291, 2136184.284021616 160981.495080024, 2135635.7749480307 160979.78543776274))
348;CARL ALBERT HS;POLYGON ((2159990.5074064434 162818.1150944382, 2159989.3226975203 162316.64529685676, 2159981.3122148663 161793.70736634731, 2159914.1581496894 161730.9154971838, 2159897.5052958578 161711.26822677255, 2160015.8479069471 161684.34505227208, 2160132.5081066936 161683.23514635861, 2161140.7272188663 161328.61544877291, 2161134.8765087724 162010.57537093759, 2161131.8466591984 162365.10550177097, 2161128.0362993628 162810.58525384963, 2159990.5074064434 162818.1150944382))
349;JAMES GRIFFITH IS;POLYGON ((2191702.342276603 163821.70921584964, 2191705.9131356031 163251.094871521, 2192249.4028622806 163257.81500244141, 2192644.6727410257 163263.10469001532, 2192639.3325286061 163842.31153684855, 2191702.342276603 163821.70921584964))
350;INDIAN MERIDIAN ES;POLYGON ((2192639.3325286061 163842.31153684855, 2192633.9319488555 164520.49456368387, 2191699.1516661942 164515.59463910758, 2191702.342276603 163821.70921584964, 2192639.3325286061 163842.31153684855))
351;BANNER SCHOOL;POLYGON ((2013524.2990271151 180306.06929168105, 2012756.4242505282 180312.74185052514, 2012759.1624340266 179660.39276151359, 2013085.6965578645 179658.23955060542, 2013528.5818269402 179663.35404168069, 2013524.2990271151 180306.06929168105))
352;LAKEHOMA ES;POLYGON ((2040043.5301092714 142195.2094899416, 2040042.4474342763 141688.70262894034, 2040715.4372300208 141690.41227118671, 2040715.0773226023 141924.43969027698, 2040714.654751271 142199.41223743558, 2040589.6553293616 142199.09465277195, 2040588.9971941859 142626.94156610966, 2040528.996986106 142626.7178132683, 2040529.6570897698 142197.02477501333, 2040043.5301092714 142195.2094899416))
353;CENTENNIAL ES;POLYGON ((2045325.7518282682 141079.335737437, 2045318.8243486881 140047.028090775, 2045855.2760316879 140047.960503608, 2046403.9609579444 140048.32270760834, 2046401.5072226971 140336.6981150955, 2046156.4056787789 140336.25159367919, 2046155.543147698 140658.08559568226, 2046151.6327224374 141082.26945860684, 2045325.7518282682 141079.335737437))
354;MUSTANG ES;POLYGON ((2050925.5572296977 142336.36209477484, 2050927.1595886946 141907.36853018403, 2050929.40663144 141511.37391535938, 2050599.4069633633 141511.19379760325, 2050600.1559776068 141379.19570201635, 2051587.449278608 141380.03034602106, 2051585.5391774476 141969.49209360778, 2051535.5392774493 141969.46453459561, 2051536.7154561877 142334.61701951921, 2050925.5572296977 142336.36209477484))
355;CENTRAL JH;POLYGON ((2119767.2423806936 125349.60571402311, 2119734.4894934446 125338.63690394163, 2119895.608265698 124749.54556243122, 2120672.30520311 124756.59312051535, 2121361.9409629405 124753.0531013459, 2121577.3391541988 124756.79948493838, 2121573.8670482785 125159.57722268999, 2121556.5058625191 125216.86877477169, 2121539.1446767747 125277.63276085258, 2121521.7834910303 125322.77145010233, 2121502.6864163578 125371.38257335126, 2121495.7418764383 125387.00754210353, 2119767.2423806936 125349.60571402311))
356;MOORE HS;POLYGON ((2124568.0441307724 124748.59083993733, 2124588.6576066017 123545.40492610633, 2126524.8043248653 123546.12474094331, 2126523.958854109 124274.02814076841, 2126523.4119391888 124744.93172651529, 2124568.0441307724 124748.59083993733))
357;WINDING CREEK ES;POLYGON ((2126979.4120114446 128556.00612534583, 2126853.5457933545 128304.84652268887, 2126959.1508971155 128247.85418260098, 2126701.5280527771 127807.11457851529, 2126626.4360113591 127696.70863135159, 2126626.4937540293 127421.44212152064, 2127155.5271447748 127415.84206710756, 2127145.5061674416 128484.53153076768, 2126979.4120114446 128556.00612534583))
358;NORTHMOORE ES;POLYGON ((2119784.9323059469 129503.26801034808, 2120641.0785595328 129510.06622509658, 2120641.0539532751 130008.67283943295, 2120336.5663732737 130008.08983534575, 2120204.535797447 130252.60673476756, 2120131.0251176953 130390.7931381911, 2120097.1934924424 130424.34786109626, 2120078.1285699457 130438.6772287637, 2120057.8382561952 130451.21132443845, 2120006.163818866 130379.64158569276, 2119906.2421026975 130379.62157259881, 2119906.3188741952 129996.28474085033, 2119788.316813603 129996.27161751688, 2119784.9323059469 129503.26801034808))
359;OAKRIDGE ES;POLYGON ((2114061.3499211073 111499.92048694193, 2114053.8643717766 112222.78190210462, 2113492.2217942774 112219.54503193498, 2113491.4832786918 112036.2655428499, 2113489.6319044381 111490.602920264, 2114061.3499211073 111499.92048694193))
360;SOUTHMOORE HS;POLYGON ((2114019.2522362769 114134.60025693476, 2112879.7161295265 114124.75611652434, 2111422.1189791113 114111.48842652142, 2111428.9939653575 112799.29026351869, 2112743.5776222795 112801.48481293023, 2114039.1619733572 112813.31221710145, 2114019.2522362769 114134.60025693476))
361;HIGHLAND EAST JH;POLYGON ((2126489.0616141856 122065.18577368557, 2126495.6459186077 121460.19846659899, 2126504.541898191 120856.09928110242, 2127204.5624797791 120856.24560627341, 2127195.9217490256 121441.9527681917, 2127186.759693861 122062.97744476795, 2126489.0616141856 122065.18577368557))
362;HERITAGE TRAILS ES;POLYGON ((2129825.491293028 117795.90198943019, 2129788.1875618547 117801.1926612705, 2129174.3856398612 117798.29929435253, 2128543.1178735197 117793.00665402412, 2128542.9692517817 117465.36032769084, 2129199.6080303639 117465.69562885165, 2129832.6900975257 117461.96171243489, 2129825.491293028 117795.90198943019))
363;ROBIN HILL SCHOOL;POLYGON ((2156342.8568933606 101763.15452744067, 2156339.8388547748 101208.49290710688, 2156345.0471776873 101188.96145009995, 2156364.5783066154 101169.43032118678, 2156386.2797067761 101162.48578126729, 2156789.0574445277 101167.69410417974, 2156778.7215071917 101770.78771427274, 2156342.8568933606 101763.15452744067))
364;SOUTH LAKE ES;POLYGON ((2092897.5664613545 124865.78975251317, 2091776.581498608 124871.43770709634, 2091782.137589857 124480.00476293266, 2092900.8673077822 124484.8065906018, 2092897.5664613545 124865.78975251317))
365;ROOSEVELT ES;POLYGON ((2116090.0148270279 95707.852989763021, 2116174.2147898525 95468.669413015246, 2116359.69703044 95474.662183180451, 2116362.7098196894 95345.881928935647, 2116220.6395657808 95343.977733269334, 2116324.7620609403 95070.537991434336, 2116408.8307904452 94851.435083180666, 2116591.507262364 94390.487186193466, 2116859.1517401934 94391.900569185615, 2116852.6668450236 94847.017441108823, 2116841.884714365 95709.461254268885, 2116090.0148270279 95707.852989763021))
366;MCLOUD HS;POLYGON ((2236035.7979008555 156818.9033396095, 2236015.82484369 156818.80917969346, 2234595.6859516948 156825.75371959805, 2234559.2276912779 156827.4899366051, 2234552.2831513584 156794.50378210843, 2234548.8110454381 156086.17022502422, 2235831.796996519 156117.42049060762, 2235850.8943992704 155620.89261226356, 2235861.31104511 155587.90645776689, 2235887.3526596874 155561.86484318972, 2235916.8663801849 155549.71198035777, 2235953.3246406019 155544.50365743041, 2237128.6720274389 155537.55911752582, 2237119.9915986061 156824.01750260592, 2236717.9392531067 156822.12118093669, 2236723.2899641991 156383.04528743029, 2236520.1650423557 156370.02464418113, 2236507.1443991065 156273.67017810047, 2236475.8941335231 156271.06618069112, 2236251.93592003 156398.67025618255, 2236179.0193991959 156453.35781085491, 2236119.1235216111 156513.25368843973, 2236061.8316414356 156565.33691760898, 2236040.9983497709 156625.23279517889, 2236035.7979008555 156818.9033396095))
367;MCLOUD JH;POLYGON ((2236035.7979008555 156818.9033396095, 2236040.9983497709 156625.23279517889, 2236061.8316414356 156565.33691760898, 2236119.1235216111 156513.25368843973, 2236179.0193991959 156453.35781085491, 2236251.93592003 156398.67025618255, 2236475.8941335231 156271.06618069112, 2236507.1443991065 156273.67017810047, 2236520.1650423557 156370.02464418113, 2236723.2899641991 156383.04528743029, 2236717.9392531067 156822.12118093669, 2236035.7979008555 156818.9033396095))
368;UNION CITY SCHOOL;POLYGON ((1985449.2800460309 142934.68274852633, 1985449.3623949438 142790.68270844221, 1985305.3626829386 142790.5160420984, 1985305.4443756938 142646.51633010805, 1985449.4440876991 142646.68266835809, 1985593.4441277683 142646.84900660813, 1985653.6123145223 142646.91823218763, 1985941.6120666116 142647.25090868771, 1985941.4480249435 142935.25131693482, 1985653.4486009479 142934.91864043474, 1985593.2797580212 142934.84908677638, 1985449.2800460309 142934.68274852633))
369;CHARLES HASKELL ES;POLYGON ((2105037.0707256049 228302.84993834794, 2105036.929977864 228387.27988760173, 2105036.7600306869 228481.94013135135, 2105036.5100311935 228638.34992352128, 2105036.130110696 228863.89015485346, 2103954.3461850286 228857.58472126722, 2103961.7385586947 228393.2437864393, 2104174.8815051019 228391.10074611008, 2104430.4823718518 227908.80807551742, 2104512.7177716941 228098.99240644276, 2104630.88518627 228193.30553801358, 2104644.6974946111 228271.30866284668, 2104996.6544678658 228302.48117268085, 2105037.0707256049 228302.84993834794))
370;CHRISTIAN HERITAGE ACADEMY;POLYGON ((2134965.4567348659 159307.7753303498, 2135823.715845108 159307.22611884773, 2135829.4917521924 159424.67929601669, 2135764.6362388581 159428.99523226917, 2135763.89280203 159575.33844351768, 2135466.5518612713 159579.15405268967, 2135458.8957086056 159630.84522226453, 2135456.4022752792 159727.06517419219, 2135301.2562601119 159819.47509434819, 2135260.2081138641 159843.92747327685, 2135190.0451964438 159919.12351709604, 2135188.0960533619 159848.01539160311, 2134957.5115407705 159837.56036001444, 2134965.4567348659 159307.7753303498))
371;CLARA REYNOLDS ES;POLYGON ((2216160.748084113 173779.26869702339, 2216190.3382480294 173928.86846344173, 2214897.6679331064 173929.71885544062, 2214912.2486126125 172615.20934535563, 2215524.1486355215 172620.20933535695, 2216021.6351733655 172622.63944859803, 2216023.2089891136 172680.9093451798, 2216038.9786426127 172778.7893987745, 2216055.07867603 172845.55927835405, 2216081.5684524477 172923.44921444356, 2216113.438467443 173000.10916610062, 2216142.9485790282 173093.71888701618, 2216156.4685651064 173171.59930868447, 2216159.4282048643 173253.87899976969, 2216159.719542861 173369.90009318292, 2216160.748084113 173779.26869702339))
